address,is24qa_bezugsfrei_ab,is24qa_etage,is24qa_flaeche,is24qa_kaltmiete,is24qa_nebenkosten,is24qa_zi,lat,lng,url,zip_region_country
"Mark-Twain-Str. 28,",Nach Vereinbarung,1,"57,39 m²","530,62 €",,2,"52.53573155515135,",13.611837932992398,https://www.immobilienscout24.de/expose/114246537,12627 Berlin
"Blankenfelder Straße 65,",sofort,0,"94,39 m²",969 €,,3,"52.605703718419484,",13.420804373480042,https://www.immobilienscout24.de/expose/114243073,13127 Berlin
"Severingstr. 1,",nach Vereinbarung,12,"60,99 m²",670 €,,2,"52.432303376988536,",13.449676546331395,https://www.immobilienscout24.de/expose/114245126,12351 Berlin
"Heiligendammer Str. 2 c,",01.11.2019,0,"69,61 m²","682,18 €",,"2,5","52.4724488082409,",13.296975810008608,https://www.immobilienscout24.de/expose/114245442,14199 Berlin
"Wartiner Str. 35,",sofort,5,"69,5 m²","386,42 €",,3,"52.56737348293913,",13.53266436519541,https://www.immobilienscout24.de/expose/114246444,13057 Berlin
"Andreasstraße 20,",sofort,6 von 17,"60,5 m²","1.147,90 €",,3,"52.51319990345642,",13.431768340889468,https://www.immobilienscout24.de/expose/114234889,10243 Berlin
"Waldowallee 89a,",sofort,1,"75,48 m²","792,54 €",,3,"52.48531137131831,",13.5323485661867,https://www.immobilienscout24.de/expose/114230851,10318 Berlin
"Kilstetter Straße 14,",,3 von 5,"83,98 m²","1.049,75 €",,3,"52.435205053069474,",13.273647589381577,https://www.immobilienscout24.de/expose/114234668,14167 Berlin
"Rathenower Str. 45,",sofort,4 von 4,"107,82 m²","1.401,66 €",,3,"52.533448342257174,",13.349998512933245,https://www.immobilienscout24.de/expose/114233616,10559 Berlin
"Stallschreiberstraße 32,",sofort,0,"87,2 m²",1.570 €,,3,"52.50762032198896,",13.40580832987394,https://www.immobilienscout24.de/expose/114222691,10969 Berlin
"Waldowallee 91,",sofort,,"76,14 m²","780,44 €",,3,"52.484873277300636,",13.532344380301893,https://www.immobilienscout24.de/expose/114230572,10318 Berlin
"Straße 9 Nr. 26,",nach Vereinbarung,0 von 2,"80,64 m²",808 €,,2,"52.40138816083232,",13.417449724883971,https://www.immobilienscout24.de/expose/114230624,12309 Berlin
,sofort,4,131 m²,2.741 €,,3,,,https://www.immobilienscout24.de/expose/114223510,10245 Berlin
,01.01.2020,2 von 2,95 m²,941 €,,"2,5",,,https://www.immobilienscout24.de/expose/114231952,13505 Berlin
,01.02.2020,5 von 5,115 m²,1.548 €,,4,,,https://www.immobilienscout24.de/expose/114222409,10245 Berlin
"Mehringdamm 53,",15.12.2019,2 von 3,109 m²,1.348 €,,3,"52.49143950909283,",13.387649831712713,https://www.immobilienscout24.de/expose/114224167,10961 Berlin
"Seydlitzstraße 17,",31.10.2019,,69 m²,657 €,,2,"52.43216629938925,",13.337439549611839,https://www.immobilienscout24.de/expose/114223517,12247 Berlin
"Jonasstraße 48,",12.11.2019,3 von 6,"79,12 m²",1.150 €,,2,"52.471189208510076,",13.433376674640966,https://www.immobilienscout24.de/expose/114224321,12053 Berlin
"Lichtenrader Straße 37,",sofort,3 von 5,45 m²,"916,42 €",,2,"52.474228320646255,",13.421407459337708,https://www.immobilienscout24.de/expose/114224459,12049 Berlin
"Dorfstraße 9,",11/2019,2 von 2,126 m²,1.200 €,,4,"52.57392929491541,",13.518716468996915,https://www.immobilienscout24.de/expose/114224580,13059 Berlin
"Juliusstraße 28,",01.12.2019,,"27,44 m²","645,52 €",,1,"52.46365911799598,",13.435916215651087,https://www.immobilienscout24.de/expose/114224601,12051 Berlin
"Burgemeisterstraße 71,",sofort,1,"48,65 m²",699 €,,2,"52.45706696200342,",13.380199527113886,https://www.immobilienscout24.de/expose/114226712,12103 Berlin
"Unter den Linden 74,",ab sofort/ nach Vereinbarung,5 von 5,105 m²,"1.985,50 €",,2,"52.51697990447709,",13.38144712795318,https://www.immobilienscout24.de/expose/114229815,10117 Berlin
"Knüllweg 9,",30.12.2019,5,"59,35 m²","505,63 €",,2,"52.55051627053173,",13.175336783367156,https://www.immobilienscout24.de/expose/114229932,13589 Berlin
"Schillerpromenade 1,",sofort,2 von 4,22 m²,455 €,,1,"52.46383708796331,",13.517584299834656,https://www.immobilienscout24.de/expose/114230178,12459 Berlin
,05.01.2020,1 von 4,60 m²,460 €,,2,,,https://www.immobilienscout24.de/expose/114221993,12099 Berlin
,,2,55 m²,1.600 €,,2,,,https://www.immobilienscout24.de/expose/114220051,10587 Berlin
"Metropolitan Park 62,",sofort,1 von 3,62 m²,640 €,,2,,,https://www.immobilienscout24.de/expose/114218878,13591 Berlin
"Gaillardstr. 35,",01.11.2019,3 von 5,123 m²,1.600 €,,4,"52.56423969086949,",13.397436737046156,https://www.immobilienscout24.de/expose/114220992,13187 Berlin
"Metropolitan Park 62,",sofort,2 von 3,66 m²,680 €,,2,,,https://www.immobilienscout24.de/expose/114219094,13591 Berlin
,schon kurzfristig möglich!,2,"33,7 m²","549,98 €",,1,,,https://www.immobilienscout24.de/expose/114219956,12437 Berlin
,sofort,,149 m²,1.422 €,,3,,,https://www.immobilienscout24.de/expose/114218903,13439 Berlin-Wittenau
"Staakener Str. 17,",01.11.2019,3,"39,9 m²","450,83 €",,1,"52.53599845149377,",13.183959437588006,https://www.immobilienscout24.de/expose/114215920,13581 Berlin
"Wielandstr. 41,",15.01.2020,3 von 5,"92,26 m²",1.560 €,,3,"52.50503846364097,",13.316067918859245,https://www.immobilienscout24.de/expose/114216232,10629 Berlin
"Bremerstr. 63,",01.12.2019,,42 m²,536 €,,1,"52.52902505806965,",13.337877671039506,https://www.immobilienscout24.de/expose/114217420,10551 Berlin
"Metropolitan Park 56,",sofort,0 von 3,76 m²,790 €,,2,,,https://www.immobilienscout24.de/expose/114218160,13591 Berlin
"Unter den Linden 74,",ab sofort/ nach Vereinbarung,6 von 7,"266,79 m²","4.802,22 €",,3,"52.51697990447709,",13.38144712795318,https://www.immobilienscout24.de/expose/114217948,10117 Berlin
"Brandenburgische Straße 54,",sofort,1,90 m²,1.496 €,,3,"52.488002966025775,",13.317828946647063,https://www.immobilienscout24.de/expose/114216452,10713 Berlin
"Essener Straße 4,",sofort,2 von 8,"67,67 m²",1.320 €,,3,"52.52436863266139,",13.34091716124269,https://www.immobilienscout24.de/expose/114217665,10555 Berlin
"Essener Straße 3,",sofort,4 von 8,"60,51 m²",1.050 €,,2,"52.524410191533526,",13.34139912020494,https://www.immobilienscout24.de/expose/114217971,10555 Berlin
"Zepernicker Str. 2,",sofort,0 von 2,"164,5 m²",1.563 €,,4,"52.6397881353608,",13.509615059660518,https://www.immobilienscout24.de/expose/114218514,13125 Berlin
"Metropolitan Park 62,",sofort,2 von 3,82 m²,890 €,,3,,,https://www.immobilienscout24.de/expose/114218630,13591 Berlin
"Metropolitan Park 62,",sofort,2 von 3,60 m²,630 €,,2,,,https://www.immobilienscout24.de/expose/114218775,13591 Berlin
"Tabbertstraße 6A,",sofort,2 von 5,"45,23 m²","710,61 €",,"1,5","52.46411460281304,",13.506066506111837,https://www.immobilienscout24.de/expose/114218820,12459 Berlin
"Unter den Linden 74,",ab sofort/ nach Vereinbarung,6 von 7,"156,92 m²","2.824,56 €",,"2,5","52.51697990447709,",13.38144712795318,https://www.immobilienscout24.de/expose/114218380,10117 Berlin
"Oschatzer Ring 36,",nach Vereinbarung,1,"69,14 m²","499,97 €",,3,"52.541988270523404,",13.616050013523296,https://www.immobilienscout24.de/expose/114215616,12627 Berlin
"Nennhauser Damm 130,",nach Absprache,1 von 4,35 m²,449 €,,1,"52.52897290261707,",13.132778228097466,https://www.immobilienscout24.de/expose/114215040,13591 Berlin
,ab sofort,2 von 4,46 m²,880 €,,"1,5",,,https://www.immobilienscout24.de/expose/114215460,10787 Berlin
"Kirschnerweg 5,",Nach Vereinbarung,5,"30,49 m²","334,21 €",,1,"52.42784321656245,",13.45435609952973,https://www.immobilienscout24.de/expose/114215590,12353 Berlin
"Stresemannstr. 34,",01.11.2019,1 von 4,59 m²,950 €,,2,"52.500857702610354,",13.387739698393265,https://www.immobilienscout24.de/expose/114214712,10963 Berlin
"La-Rochelle-Straße 73,",01.02.2020,3,"74,76 m²",859 €,,3,"52.60504906354729,",13.419735382613466,https://www.immobilienscout24.de/expose/114208220,13127 Berlin
"Südstern 2,",sofort,3 von 4,"107,95 m²",1.480 €,,3,"52.49000927304185,",13.40554855223321,https://www.immobilienscout24.de/expose/114205085,10961 Berlin
"Kastanienallee 36,",sofort,2,"81,58 m²",699 €,,4,"52.54009849765492,",13.602168801760369,https://www.immobilienscout24.de/expose/114208221,12627 Berlin
"Drakestraße 77b,",Nach Vereinbarung,1,"78,4 m²","1.097,60 €",,3,"52.43326843027142,",13.306439967253084,https://www.immobilienscout24.de/expose/114198549,12205 Berlin
"Brüderstraße 45,",sofort,2 von 2,41 m²,574 €,,2,"52.524071591185404,",13.193986071678973,https://www.immobilienscout24.de/expose/114199471,13595 Berlin
"Weverstr. 8D,",01.12.2019,1,"57,75 m²","555,56 €",,"1,5","52.520042354313944,",13.200405693455796,https://www.immobilienscout24.de/expose/114199215,13595 Berlin
,01.11.2019,2 von 4,55 m²,1.000 €,,2,,,https://www.immobilienscout24.de/expose/114199217,10585 Berlin-Charlottenburg
"Gotzkowskystr. 4,",,2 von 4,"45,91 m²",820 €,,1,"52.52663411953268,",13.329844426742557,https://www.immobilienscout24.de/expose/114200044,10555 Berlin
,15.10.2019,2 von 4,86 m²,1.400 €,,3,,,https://www.immobilienscout24.de/expose/114199238,10585 Berlin
"Platz des 4 Juli 12,",1.12.2019,0,"43,34 m²",553 €,,2,"52.420622102544414,",13.28634875243793,https://www.immobilienscout24.de/expose/114199993,14167 Berlin
"Peter-Anders-Straße 8,",26.11.19,2,"107,22 m²","738,33 €",,"3,5","52.46426747648895,",13.475586185943039,https://www.immobilienscout24.de/expose/114200403,12057 Berlin
"Schwedter Straße 8,",ab sofort,1 von 2,"64,79 m²",629 €,,2,"52.40598690358048,",13.408107553667053,https://www.immobilienscout24.de/expose/114201250,12305 Berlin
"Parkstraße 1,",Sofort,2 von 4,102 m²,1.228 €,,3,"52.57090653810755,",13.398955455163659,https://www.immobilienscout24.de/expose/114201677,13187 Berlin
"Mittelstraße 25,",sofort,2 von 4,57 m²,660 €,,2,"52.54670784460303,",13.199877858694279,https://www.immobilienscout24.de/expose/114203194,13585 Berlin
"Zeppelinstr. 106,",Nach Vereinbarung,1,"75,6 m²","604,80 €",,3,"52.550182841923736,",13.185674485765594,https://www.immobilienscout24.de/expose/114203764,13583 Berlin
,15.11.2019,4 von 5,41 m²,"445,06 €",,1,,,https://www.immobilienscout24.de/expose/114197385,10439 Berlin
"Stendaler Str. 69,",sofort,2,"68,54 m²",629 €,,3,"52.54148260650854,",13.602907686676765,https://www.immobilienscout24.de/expose/114189454,12627 Berlin
"Hilda-Geiringer-Weg H 7,",01.08.2019,4 von 6,78 m²,1.720 €,,2,,,https://www.immobilienscout24.de/expose/114189835,10557 Berlin
"Stendaler Str. 53,",sofort,3,"35,69 m²",449 €,,1,"52.540744248876464,",13.60317841443669,https://www.immobilienscout24.de/expose/114189453,12627 Berlin
"Havelländer Ring 31,",15.12.2019,4,"34,79 m²",439 €,,1,"52.54245435745049,",13.596276608953447,https://www.immobilienscout24.de/expose/114189457,12629 Berlin
"Naumburger Ring 12,",01.01.2020,5,"82,46 m²",769 €,,4,"52.5391147348712,",13.611044416721041,https://www.immobilienscout24.de/expose/114189462,12627 Berlin
"Kastanienallee 116,",sofort,5,"35,69 m²",439 €,,1,"52.54193309941179,",13.600637532979373,https://www.immobilienscout24.de/expose/114189458,12627 Berlin
,01.12.2019,1 von 6,70 m²,703 €,,2,,,https://www.immobilienscout24.de/expose/114188653,13088 Berlin
"Brüderstraße 45,",sofort,2 von 4,67 m²,575 €,,2,"52.524071591185404,",13.193986071678973,https://www.immobilienscout24.de/expose/114192238,13595 Berlin
"Wendenschloßstraße 308,",31.12.2019,1 von 5,"44,83 m²",403 €,,1,"52.42819723952823,",13.583799410186362,https://www.immobilienscout24.de/expose/114194515,12557 Berlin
"Stralauer Allee 13,",sofort,4 von 6,"102,65 m²",2.350 €,,3,"52.497849907878674,",13.460971681709907,https://www.immobilienscout24.de/expose/114191980,10245 Berlin
"Stralauer Allee 14,",nach Vereinbarung,1 von 6,"127,26 m²",2.650 €,,3,"52.49752131285178,",13.461933833249285,https://www.immobilienscout24.de/expose/114192126,10245 Berlin
"Heubnerweg 7,",01.11.2019,2 von 5,"75,95 m²",1.360 €,,2,"52.52422476561511,",13.288468343953927,https://www.immobilienscout24.de/expose/114194696,14059 Berlin
"Invalidenstraße H 77,",01.10.2019,5 von 6,92 m²,1.900 €,,3,"52.52645626629711,",13.369207689458788,https://www.immobilienscout24.de/expose/114189837,10557 Berlin
"Invalidenstraße H 79,",01.08.2019,4 von 6,157 m²,3.600 €,,5,"52.52696996117795,",13.372748053566825,https://www.immobilienscout24.de/expose/114189836,10557 Berlin
"Kantstr. 29,",15.11.2019,2 von 5,"113,09 m²",1.360 €,,"3,5","52.50632414982951,",13.318465630661382,https://www.immobilienscout24.de/expose/114194751,10623 Berlin
"Kantstr. 29,",15.11.2019,4 von 4,50 m²,700 €,,2,"52.50632414982951,",13.318465630661382,https://www.immobilienscout24.de/expose/114195224,10623 Berlin
"Linienstraße 220/221,",15.11.2019,1 von 5,"121,31 m²",2.400 €,,4,"52.52827359630374,",13.408257571015788,https://www.immobilienscout24.de/expose/114196541,10119 Berlin
"Bleckmannweg 6,",ab sofort,3 von 5,"93,86 m²","1.407,90 €",,3,"52.514511872838405,",13.484299200462667,https://www.immobilienscout24.de/expose/114188012,10367 Berlin
,sofort,2 von 4,"107,55 m²","953,96 €",,4,,,https://www.immobilienscout24.de/expose/114195139,12207 Berlin
"Koloniestr. 2A,",15.11.2019,5 von 7,69 m²,780 €,,2,"52.55418396978186,",13.37758875973345,https://www.immobilienscout24.de/expose/114184802,13347 Berlin
"Weserstraße 36,",,,50 m²,950 €,,2,"52.50922990107636,",13.468168672358045,https://www.immobilienscout24.de/expose/114183661,10247 Berlin
"Leopoldstraße 36,",ab sofort,4 von 4,"34,76 m²",480 €,,1,"52.50349408001873,",13.486819058199334,https://www.immobilienscout24.de/expose/114181059,10317 Berlin
"Emdener Str. 45,",sofort,4 von 5,37 m²,690 €,,1,"52.53022926647284,",13.333565893244524,https://www.immobilienscout24.de/expose/114179059,10551 Berlin
"Uhlandstrasse 42,",15.11.2019,1 von 5,"44,5 m²",730 €,,1,"52.49896627403713,",13.324179568777163,https://www.immobilienscout24.de/expose/114174513,10719 Berlin
"Stollberger Str. 89,",nach Vereinbarung,2,"54,9 m²",480 €,,2,"52.53416566251082,",13.603359214124714,https://www.immobilienscout24.de/expose/114182157,12627 Berlin
"Hofheimer Str. 23A,",Februar 2020,0 von 6,"71,51 m²","750,86 €",,2,"52.53728249357634,",13.510287696137555,https://www.immobilienscout24.de/expose/114180280,13055 Berlin
"Plathweg 8b,",sofort,1,"31,41 m²","412,10 €",,1,"52.51514480338119,",13.195736374757368,https://www.immobilienscout24.de/expose/114174630,13595 Berlin
"Straße 9 Nr. 26,",nach Vereinbarung,0 von 2,"80,64 m²",808 €,,2,"52.40138816083232,",13.417449724883971,https://www.immobilienscout24.de/expose/114174924,12309 Berlin
"Uhlandstrasse 42,",15.11.2019,1 von 5,"44,5 m²",730 €,,1,"52.49896627403713,",13.324179568777163,https://www.immobilienscout24.de/expose/114174705,10719 Berlin
"Hocksteinweg 17a,",sofort,3 von 3,56 m²,656 €,,"2,5","52.41238984280194,",13.257106767583572,https://www.immobilienscout24.de/expose/114181096,14165 Berlin
"Rothenbachstr. 31,",01.11.2019,3,"63,92 m²",650 €,,2,"52.57182385490698,",13.429137828007423,https://www.immobilienscout24.de/expose/114178798,13089 Berlin
"Ludwigsfelder Str. 10,",nach Vereinbarung,9,"69,4 m²","520,50 €",,3,"52.54739544306061,",13.590319065757164,https://www.immobilienscout24.de/expose/114176974,12629 Berlin
"Neue Schönholzer Straße 26B,",01.11.2019,0 von 5,61 m²,854 €,,2,"52.5667520089192,",13.40325763454771,https://www.immobilienscout24.de/expose/114166441,13187 Berlin
"Koenigsallee 19a,",01.12.2019,2 von 3,"206,77 m²","3.101,55 €",,3,"52.49071725494222,",13.27724766686483,https://www.immobilienscout24.de/expose/114178861,14193 Berlin
"Pfarrhufenanger 24,",,,75 m²,920 €,,2,"52.517891971522225,",13.624455306166968,https://www.immobilienscout24.de/expose/114166999,12623 Berlin
"Pfarrhufenanger 24,",,3 von 3,125 m²,1.575 €,,4,"52.517891971522225,",13.624455306166968,https://www.immobilienscout24.de/expose/114168125,12623 Berlin
"Pfarrhufenanger 24,",,2 von 3,90 m²,1.080 €,,"2,5","52.517891971522225,",13.624455306166968,https://www.immobilienscout24.de/expose/114167797,12623 Berlin
,ab sofort,2 von 5,31 m²,720 €,,1,,,https://www.immobilienscout24.de/expose/114169061,10707 Berlin
"Triftstr. 3A,",01.12.2019,0,"83,59 m²","886,53 €",,3,"52.592631174701246,",13.320339129333579,https://www.immobilienscout24.de/expose/114171982,13437 Berlin
"Wilhemsauestrasse 113,",ab sofort,2 von 5,70 m²,1.350 €,,2,"52.48511919274875,",13.321819791102412,https://www.immobilienscout24.de/expose/114153990,10715 Berlin
"Soldiner Straße 70,",26.11.19,1,"91,63 m²","916,30 €",,3,"52.55967146463644,",13.381487548208218,https://www.immobilienscout24.de/expose/114155265,13359 Berlin
"Kienbergstr. 21,",sofort,8,"70,86 m²",699 €,,3,"52.53660001418428,",13.563398245527187,https://www.immobilienscout24.de/expose/114146256,12685 Berlin
,,2 von 4,97 m²,1.290 €,,"3,5",,,https://www.immobilienscout24.de/expose/114152626,10551 Berlin
"Delbrückstraße 4 c,",nach Absprache,,243 m²,4.300 €,,5,"52.48674663251103,",13.277245087330156,https://www.immobilienscout24.de/expose/114152696,14193 Berlin - Grunewald
"An der Havelspitze 13,",01.02.2020,1 von 5,58 m²,550 €,,2,"52.556403560214875,",13.21989507613577,https://www.immobilienscout24.de/expose/114155068,13587 Berlin
"Sonnenallee 33,",ab sofort,1 von 5,"44,71 m²",563 €,,1,"52.486602011876485,",13.43002646711233,https://www.immobilienscout24.de/expose/114165868,12047 Berlin
"Caspar-Theyß-Straße 24,",16.11.2019,4 von 4,145 m²,"2.995,91 €",,5,"52.49168842727415,",13.292346821527985,https://www.immobilienscout24.de/expose/114135916,14193 Berlin
"Geinsheimer Weg 14,",01.12.2019,,80 m²,678 €,,3,"52.41073877946158,",13.668335191873295,https://www.immobilienscout24.de/expose/114133373,12559 Berlin
"Zossener Str. 162,",01.12.2019,3,"69,95 m²",579 €,,2,"52.54350835678019,",13.600777642270229,https://www.immobilienscout24.de/expose/114132210,12627 Berlin
"Wilhelm-Casper-Wegeley-Platz 4 4,",sofort,3 von 5,"99,76 m²",2.400 €,,3,"52.51634199812554,",13.334026606041668,https://www.immobilienscout24.de/expose/114138771,10587 Berlin
"Lanzendorfer Weg 21,",17.12.19,1,"91,2 m²",912 €,,"3,5","52.44907873550826,",13.117977093587823,https://www.immobilienscout24.de/expose/114139360,14089 Berlin
"Quedlinburger Str. 72,",Nach Vereinbarung,4,"70,31 m²","548,82 €",,3,"52.54032795563997,",13.616007406052708,https://www.immobilienscout24.de/expose/114139528,12627 Berlin
"Luckenwalder Straße 78,",sofort,6 von 6,60 m²,450 €,,2,"52.54437261495482,",13.585078159637852,https://www.immobilienscout24.de/expose/114140539,12629 Berlin
"Zähringerstraße 41,",sofort,3 von 5,62 m²,689 €,,2,"52.49522781409394,",13.316996176986978,https://www.immobilienscout24.de/expose/114154353,10707 Berlin
"Eichenstraße 44,",sofort,3 von 3,65 m²,682 €,,2,"52.585474362711956,",13.393394943273599,https://www.immobilienscout24.de/expose/114144237,13156 Berlin
"Cantianstraße 2,",15.11.2019,4 von 7,110 m²,1.977 €,,3,"52.54361465002698,",13.411656898331788,https://www.immobilienscout24.de/expose/114141720,10437 Berlin
"Schöneberger Ufer 5b,",01.01.2020,1 von 5,66 m²,1.650 €,,3,"52.50168225708934,",13.373815145250902,https://www.immobilienscout24.de/expose/114140686,10785 Berlin
"Schönstraße 51,",sofort,,"60,48 m²",639 €,,2,"52.559446603800545,",13.460149346951047,https://www.immobilienscout24.de/expose/114142058,13086 Berlin - Weissensee
"Hermannstr. 63,",nach Vereinbarung,0,"32,19 m²",489 €,,1,"52.47567453813594,",13.4264649795115,https://www.immobilienscout24.de/expose/114144559,12049 Berlin
"Stettiner Straße 24,",sofort,4 von 5,"60,98 m²","523,21 €",,2,"52.554328170933076,",13.388516863806057,https://www.immobilienscout24.de/expose/114130253,13357 Berlin
"Stallschreiberstraße 31,",sofort,4 von 6,"76,8 m²",1.349 €,,3,"52.5082762042057,",13.405857568768086,https://www.immobilienscout24.de/expose/114129230,10179 Berlin
"Lemkestr. 198,",sofort,2,"75,52 m²",725 €,,3,"52.51488690995363,",13.622658799363993,https://www.immobilienscout24.de/expose/114125089,12623 Berlin
"Amsterdamer Str. 15,",nach Vereinbarung,5,"66,63 m²",799 €,,2,"52.551696695107864,",13.356917893311872,https://www.immobilienscout24.de/expose/114126448,13347 Berlin
"Oderberger Straße 45,",sofort,5,144 m²,2.879 €,,4,"52.53907881924645,",13.407378179636705,https://www.immobilienscout24.de/expose/114119631,10435 Berlin
"Trarbacher Str. 17,",Nach Vereinbarung,0,"53,3 m²","572,47 €",,2,"52.55903694990784,",13.468146329626194,https://www.immobilienscout24.de/expose/114125283,13088 Berlin
"Invalidenstrasse 1,",ab 01.11 verfügbar,2 von 5,"71,09 m²","2.274,98 €",,2,"52.53265549276307,",13.39843808351069,https://www.immobilienscout24.de/expose/114121409,10115 Berlin
"Munchener strasse 13,",,,40 m²,1.180 €,,2,"52.492046244409195,",13.341558661205381,https://www.immobilienscout24.de/expose/114129554,10779 Berlin
"Frankfurter Allee 216,",,1,35 m²,405 €,,1,"52.538576347299184,",13.470189147385955,https://www.immobilienscout24.de/expose/114129826,10369 Berlin
"Goethestraße 76,",Sofort,,57 m²,1.224 €,,2,"52.50884208006216,",13.319188374347787,https://www.immobilienscout24.de/expose/114119747,10623 Berlin
"Invalidenstrasse 1,",ab 01.11 verfügbar,2 von 5,"67,32 m²","2.154,24 €",,2,"52.53265549276307,",13.39843808351069,https://www.immobilienscout24.de/expose/114121416,10115 Berlin
"Maximilian-Kaller-Str. 11,",Nach Vereinbarung,1,"79,64 m²","585,25 €",,3,"52.418112673475505,",13.354518666212496,https://www.immobilienscout24.de/expose/114122263,12279 Berlin
"Invalidenstrasse 1,",ab 01.11 verfügbar,2 von 5,"65,37 m²","2.091,94 €",,2,"52.53265549276307,",13.39843808351069,https://www.immobilienscout24.de/expose/114121422,10115 Berlin
,ab sofort,3,170 m²,2.550 €,,3,,,https://www.immobilienscout24.de/expose/114122495,10999 Berlin
"Invalidenstrasse 1,",ab 01.11 verfügbar,2 von 5,"50,18 m²","1.605,82 €",,2,"52.53265549276307,",13.39843808351069,https://www.immobilienscout24.de/expose/114121427,10115 Berlin
,01.11.2019,0,"100,4 m²",1.500 €,,3,,,https://www.immobilienscout24.de/expose/114117854,14089 Berlin
"Haberechtstr. 14,",Nach Vereinbarung,0,45 m²,585 €,,2,"52.46086977794873,",13.422807284068233,https://www.immobilienscout24.de/expose/114118332,12099 Berlin
"Lausitzerstr 6,",sofort,4,67 m²,1.250 €,,2,"52.49803926057434,",13.429096081245454,https://www.immobilienscout24.de/expose/114118952,10999 Berlin
"Eiswaldtstraße 23,",,,64 m²,620 €,,3,"52.42777489031387,",13.352394349125035,https://www.immobilienscout24.de/expose/114119203,12249 Berlin
"Stralauer Allee 13,",sofort,5 von 10,38 m²,894 €,,2,"52.498639892007354,",13.459835284863797,https://www.immobilienscout24.de/expose/114118512,10245 Berlin
"Lichtenrader Damm 256,",01.11.2019,3 von 7,"38,49 m²",308 €,,1,"52.389252551249506,",13.406809046284282,https://www.immobilienscout24.de/expose/114099094,12305 Berlin
"Dahmestr. 4a,",ab sofort/ nach Vereinbarung,0 von 3,"72,27 m²",950 €,,2,"52.4196669566269,",13.581409525895303,https://www.immobilienscout24.de/expose/114098207,12527 Berlin
"Antonienstr 56,",sofort,3 von 4,90 m²,990 €,,3,"52.570658757703875,",13.31135829366836,https://www.immobilienscout24.de/expose/114116997,13403 Berlin
"Stralauer Allee 13,",sofort,0 von 6,"47,74 m²",945 €,,2,"52.497815795381634,",13.461208405991123,https://www.immobilienscout24.de/expose/114098954,10245 Berlin
"Ostpreußendamm 131,",,1 von 3,"93,58 m²","1.048,10 €",,3,"52.420767482912716,",13.310607308569098,https://www.immobilienscout24.de/expose/114099788,12207 Berlin
"Angerburger Allee 29,",nach Vereinbarung,4 von 10,"66,26 m²","894,51 €",,2,"52.50902439323707,",13.223997218784039,https://www.immobilienscout24.de/expose/114099672,14055 Berlin
"Schwanebecker Chaussee 28,",sofort,4,51 m²,612 €,,2,"52.63402832453421,",13.510248409857926,https://www.immobilienscout24.de/expose/114098242,13125 Berlin
"Wexstraße 13,",01.01.2020,4 von 6,"23,97 m²",545 €,,1,"52.47897246641796,",13.336634460132833,https://www.immobilienscout24.de/expose/114099297,10825 Berlin
"Lindenstraße 29B,",ab sofort,1 von 5,"63,46 m²",659 €,,2,"52.45301400099391,",13.568227899275813,https://www.immobilienscout24.de/expose/114102749,12555 Berlin
"Hallesche Str. 6 a,",sofort,2 von 4,60 m²,1.400 €,,2,"52.500967178989725,",13.384786142955283,https://www.immobilienscout24.de/expose/114100400,10963 Berlin
"Lindenstraße 29,",nach Vereinbarung,0 von 4,"44,05 m²",569 €,,"1,5","52.453173954873364,",13.568688791494717,https://www.immobilienscout24.de/expose/114100317,12555 Berlin
"Straße 9 Nr. 32,",sofort,1 von 2,"80,89 m²","914,06 €",,3,"52.40148868958495,",13.419069268146426,https://www.immobilienscout24.de/expose/114100049,12309 Berlin
"Ostpreußendamm 131,",,2,"57,59 m²","742,91 €",,2,"52.420767482912716,",13.310607308569098,https://www.immobilienscout24.de/expose/114099880,12207 Berlin
"Schirmvogelweg 28a,",sofort,1 von 1,"113,45 m²",1.600 €,,3,"52.43768867648614,",13.467055048598485,https://www.immobilienscout24.de/expose/114106115,12351 Berlin
"Friedenfelser Str. 3,",ab sofort,2 von 4,"70,94 m²","716,50 €",,2,"52.4148589649098,",13.360937223025438,https://www.immobilienscout24.de/expose/114100205,12279 Berlin
"Wexstraße 13-15,",01.01.2020,2,"24,18 m²",531 €,,1,"52.47897246641796,",13.336634460132833,https://www.immobilienscout24.de/expose/114104951,10825 Berlin
"Dahmestrasse 9,",01.12.2019,2 von 2,"65,5 m²","589,50 €",,2,"52.403136167774406,",13.579405940226016,https://www.immobilienscout24.de/expose/114110690,12526 Berlin-Bohnsdorf
"Stralauer Allee 14,",sofort,3 von 7,42 m²,877 €,,2,"52.50248882513981,",13.447398376264292,https://www.immobilienscout24.de/expose/114115082,10245 Berlin
"Wadzeckstraße 4,",01.01.2020,4 von 11,"24,04 m²",550 €,,1,"52.52524353931691,",13.415737573297086,https://www.immobilienscout24.de/expose/114116163,10178 Berlin
,15.01.2020,2 von 3,65 m²,800 €,,"2,5",,,https://www.immobilienscout24.de/expose/114116981,14199 Berlin
"Tunnelstraße 36 a,",sofort,0 von 3,"56,35 m²","732,55 €",,2,"52.49054117542591,",13.481666198304223,https://www.immobilienscout24.de/expose/114089688,10245 Berlin
"Zepernicker Straße 2, Haus 2,",01.11.2019,,"71,68 m²","573,79 €",,2,"52.639996404729416,",13.509991348848876,https://www.immobilienscout24.de/expose/114098205,13125 Berlin
